timestamp,email,emailsubj,tags,emailreply,source,latitude,longitude
2014-01-06 10:50,Lucas.Alcazar%40gastech.com.kronos,GT%2dSeismicProcessorPro+Bug+Report,emaildst=Isak.Baza%40gastech.com.kronos|emaildst=Lucas.Alcazar%40gastech.com.kronos,true,email,36.04802488,24.87957162
2014-01-06 11:00,Linnea.Bergen%40gastech.com.kronos,Upcoming+birthdays,emaildst=Rachel.Pantanal%40gastech.com.kronos|emaildst=Lars.Azada%40gastech.com.kronos|emaildst=Felix.Balas%40gastech.com.kronos|emaildst=Isande.Borrasca%40gastech.com.kronos|emaildst=Axel.Calzas%40gastech.com.kronos|emaildst=Gustav.Cazar%40gastech.com.kronos|emaildst=Lidelse.Dedos%40gastech.com.kronos|emaildst=Birgitta.Frente%40gastech.com.kronos|emaildst=Vira.Frente%40gastech.com.kronos|emaildst=Adra.Nubarron%40gastech.com.kronos|emaildst=Marin.Onda%40gastech.com.kronos|emaildst=Kare.Orilla%40gastech.com.kronos|emaildst=Elsa.Orilla%40gastech.com.kronos|emaildst=Brand.Tempestad%40gastech.com.kronos|emaildst=Ingrid.Barranco%40gastech.com.kronos|emaildst=Ada.Campo%2dCorrente%40gastech.com.kronos|emaildst=Sten.Sanjorge+Jr.%40gastech.com.kronos|emaildst=Orhan.Strum%40gastech.com.kronos|emaildst=Willem.Vasco%2dPais%40gastech.com.kronos|emaildst=Bertrand.Ovan%40gastech.com.kronos|emaildst=Albina.Hafon%40gastech.com.kronos|emaildst=Benito.Hawelon%40gastech.com.kronos|emaildst=Claudio.Hawelon%40gastech.com.kronos|emaildst=Henk.Mies%40gastech.com.kronos|emaildst=Valeria.Morlun%40gastech.com.kronos|emaildst=Adan.Morlun%40gastech.com.kronos|emaildst=Cecilia.Morluniau%40gastech.com.kronos|emaildst=Irene.Nant%40gastech.com.kronos|emaildst=Dylan.Scozzese%40gastech.com.kronos|emaildst=Lucas.Alcazar%40gastech.com.kronos|emaildst=Isak.Baza%40gastech.com.kronos|emaildst=Linnea.Bergen%40gastech.com.kronos|emaildst=Nils.Calixto%40gastech.com.kronos|emaildst=Sven.Flecha%40gastech.com.kronos|emaildst=Hideki.Cocinaro%40gastech.com.kronos|emaildst=Inga.Ferro%40gastech.com.kronos|emaildst=Loreto.Bodrogi%40gastech.com.kronos|emaildst=Isia.Vann%40gastech.com.kronos|emaildst=Stenig.Fusil%40gastech.com.kronos|emaildst=Hennie.Osvaldo%40gastech.com.kronos|emaildst=Kanon.Herrero%40gastech.com.kronos|emaildst=Varja.Lagos%40gastech.com.kronos|emaildst=Minke.Mies%40gastech.com.kronos|emaildst=Felix.Resumir%40gastech.com.kronos|emaildst=Edvard.Vann%40gastech.com.kronos|emaildst=Emile.Arpa%40gastech.com.kronos|emaildst=Varro.Awelon%40gastech.com.kronos|emaildst=Mat.Bramar%40gastech.com.kronos|emaildst=Dante.Coginian%40gastech.com.kronos|emaildst=Carla.Forluniau%40gastech.com.kronos|emaildst=Linda.Lagos%40gastech.com.kronos|emaildst=Cornelia.Lais%40gastech.com.kronos|emaildst=Ruscella.Mies.Haber%40gastech.com.kronos|emaildst=Anda.Ribera%40gastech.com.kronos,true,email,36.04803242,24.87956633
2014-01-06 11:04,Loreto.Bodrogi%40gastech.com.kronos,Plants,emaildst=Ingrid.Barranco%40gastech.com.kronos,false,email,36.04802958,24.87956965
2014-01-06 11:16,Linnea.Bergen%40gastech.com.kronos,Upcoming+birthdays,emaildst=Rachel.Pantanal%40gastech.com.kronos|emaildst=Lars.Azada%40gastech.com.kronos|emaildst=Felix.Balas%40gastech.com.kronos|emaildst=Isande.Borrasca%40gastech.com.kronos|emaildst=Axel.Calzas%40gastech.com.kronos|emaildst=Gustav.Cazar%40gastech.com.kronos|emaildst=Lidelse.Dedos%40gastech.com.kronos|emaildst=Birgitta.Frente%40gastech.com.kronos|emaildst=Vira.Frente%40gastech.com.kronos|emaildst=Adra.Nubarron%40gastech.com.kronos|emaildst=Marin.Onda%40gastech.com.kronos|emaildst=Kare.Orilla%40gastech.com.kronos|emaildst=Elsa.Orilla%40gastech.com.kronos|emaildst=Brand.Tempestad%40gastech.com.kronos|emaildst=Ingrid.Barranco%40gastech.com.kronos|emaildst=Ada.Campo%2dCorrente%40gastech.com.kronos|emaildst=Sten.Sanjorge+Jr.%40gastech.com.kronos|emaildst=Orhan.Strum%40gastech.com.kronos|emaildst=Willem.Vasco%2dPais%40gastech.com.kronos|emaildst=Bertrand.Ovan%40gastech.com.kronos|emaildst=Albina.Hafon%40gastech.com.kronos|emaildst=Benito.Hawelon%40gastech.com.kronos|emaildst=Claudio.Hawelon%40gastech.com.kronos|emaildst=Henk.Mies%40gastech.com.kronos|emaildst=Valeria.Morlun%40gastech.com.kronos|emaildst=Adan.Morlun%40gastech.com.kronos|emaildst=Cecilia.Morluniau%40gastech.com.kronos|emaildst=Irene.Nant%40gastech.com.kronos|emaildst=Dylan.Scozzese%40gastech.com.kronos|emaildst=Lucas.Alcazar%40gastech.com.kronos|emaildst=Isak.Baza%40gastech.com.kronos|emaildst=Linnea.Bergen%40gastech.com.kronos|emaildst=Nils.Calixto%40gastech.com.kronos|emaildst=Sven.Flecha%40gastech.com.kronos|emaildst=Hideki.Cocinaro%40gastech.com.kronos|emaildst=Inga.Ferro%40gastech.com.kronos|emaildst=Loreto.Bodrogi%40gastech.com.kronos|emaildst=Isia.Vann%40gastech.com.kronos|emaildst=Stenig.Fusil%40gastech.com.kronos|emaildst=Hennie.Osvaldo%40gastech.com.kronos|emaildst=Kanon.Herrero%40gastech.com.kronos|emaildst=Varja.Lagos%40gastech.com.kronos|emaildst=Minke.Mies%40gastech.com.kronos|emaildst=Felix.Resumir%40gastech.com.kronos|emaildst=Edvard.Vann%40gastech.com.kronos|emaildst=Emile.Arpa%40gastech.com.kronos|emaildst=Varro.Awelon%40gastech.com.kronos|emaildst=Mat.Bramar%40gastech.com.kronos|emaildst=Dante.Coginian%40gastech.com.kronos|emaildst=Carla.Forluniau%40gastech.com.kronos|emaildst=Linda.Lagos%40gastech.com.kronos|emaildst=Cornelia.Lais%40gastech.com.kronos|emaildst=Ruscella.Mies.Haber%40gastech.com.kronos|emaildst=Anda.Ribera%40gastech.com.kronos,true,email,36.04803242,24.87956633
2014-01-06 11:23,Lucas.Alcazar%40gastech.com.kronos,GT%2dSeismicProcessorPro+Bug+Report,emaildst=Nils.Calixto%40gastech.com.kronos|emaildst=Sven.Flecha%40gastech.com.kronos,false,email,36.04802488,24.87957162
2014-01-06 11:34,Isak.Baza%40gastech.com.kronos,GT%2dSeismicProcessorPro+Bug+Report,emaildst=Isak.Baza%40gastech.com.kronos|emaildst=Lucas.Alcazar%40gastech.com.kronos,true,email,36.04802567,24.87957196
2014-01-06 11:40,Lucas.Alcazar%40gastech.com.kronos,GT%2dSeismicProcessorPro+Bug+Report,emaildst=Isak.Baza%40gastech.com.kronos|emaildst=Lucas.Alcazar%40gastech.com.kronos,true,email,36.04802488,24.87957162
2014-01-06 11:53,Sten.Sanjorge+Jr.%40gastech.com.tethys,IPO,emaildst=Orhan.Strum%40gastech.com.kronos|emaildst=Willem.Vasco%2dPais%40gastech.com.kronos,false,email,,
2014-01-06 12:05,Mat.Bramar%40gastech.com.kronos,Craft+night,emaildst=Mat.Bramar%40gastech.com.kronos|emaildst=Anda.Ribera%40gastech.com.kronos|emaildst=Rachel.Pantanal%40gastech.com.kronos|emaildst=Linda.Lagos%40gastech.com.kronos|emaildst=Ruscella.Mies.Haber%40gastech.com.kronos|emaildst=Carla.Forluniau%40gastech.com.kronos|emaildst=Cornelia.Lais%40gastech.com.kronos,false,email,,
2014-01-06 12:05,Lucas.Alcazar%40gastech.com.kronos,GT%2dSeismicProcessorPro+Bug+Report,emaildst=Isak.Baza%40gastech.com.kronos|emaildst=Lucas.Alcazar%40gastech.com.kronos,true,email,36.04802488,24.87957162
2014-01-06 12:15,Ingrid.Barranco%40gastech.com.kronos,Plants,emaildst=Loreto.Bodrogi%40gastech.com.kronos,true,email,36.04802486,24.87957238
2014-01-06 12:15,Axel.Calzas%40gastech.com.kronos,Wellhead+flow+rate+data,emaildst=Felix.Balas%40gastech.com.kronos|emaildst=Lars.Azada%40gastech.com.kronos|emaildst=Elsa.Orilla%40gastech.com.kronos|emaildst=Birgitta.Frente%40gastech.com.kronos|emaildst=Kare.Orilla%40gastech.com.kronos|emaildst=Isande.Borrasca%40gastech.com.kronos|emaildst=Gustav.Cazar%40gastech.com.kronos|emaildst=Axel.Calzas%40gastech.com.kronos|emaildst=Vira.Frente%40gastech.com.kronos,false,email,36.07274437,24.86667376
2014-01-06 12:21,Lars.Azada%40gastech.com.kronos,Wellhead+flow+rate+data,emaildst=Birgitta.Frente%40gastech.com.kronos|emaildst=Lars.Azada%40gastech.com.kronos|emaildst=Felix.Balas%40gastech.com.kronos,true,email,36.05581052,24.90257256
2014-01-06 12:28,Stenig.Fusil%40gastech.com.kronos,Service+anniversary,emaildst=Orhan.Strum%40gastech.com.kronos,true,email,36.05195249,24.87079051
2014-01-06 12:28,Orhan.Strum%40gastech.com.kronos,Service+anniversary,emaildst=Stenig.Fusil%40gastech.com.kronos,true,email,36.07666045,24.85761329
2014-01-06 12:30,Albina.Hafon%40gastech.com.kronos,New+refueling+policies+%2d+Effective+February+1,emaildst=Dante.Coginian%40gastech.com.kronos|emaildst=Irene.Nant%40gastech.com.kronos|emaildst=Dylan.Scozzese%40gastech.com.kronos|emaildst=Benito.Hawelon%40gastech.com.kronos|emaildst=Valeria.Morlun%40gastech.com.kronos|emaildst=Adan.Morlun%40gastech.com.kronos|emaildst=Emile.Arpa%40gastech.com.kronos,true,email,,
2014-01-06 12:34,Nils.Calixto%40gastech.com.kronos,GT%2dSeismicProcessorPro+Bug+Report,emaildst=Nils.Calixto%40gastech.com.kronos|emaildst=Sven.Flecha%40gastech.com.kronos,true,email,36.05970718,24.85801667
2014-01-06 12:36,Felix.Balas%40gastech.com.kronos,Wellhead+flow+rate+data,emaildst=Birgitta.Frente%40gastech.com.kronos|emaildst=Lars.Azada%40gastech.com.kronos|emaildst=Felix.Balas%40gastech.com.kronos,true,email,36.05578367,24.9024857
2014-01-06 12:37,Felix.Balas%40gastech.com.kronos,Wellhead+flow+rate+data,emaildst=Birgitta.Frente%40gastech.com.kronos|emaildst=Lars.Azada%40gastech.com.kronos|emaildst=Felix.Balas%40gastech.com.kronos,true,email,36.05578367,24.9024857
2014-01-06 12:39,Lars.Azada%40gastech.com.kronos,Wellhead+flow+rate+data,emaildst=Birgitta.Frente%40gastech.com.kronos|emaildst=Lars.Azada%40gastech.com.kronos|emaildst=Felix.Balas%40gastech.com.kronos,true,email,36.05581052,24.90257256
2014-01-06 12:44,Loreto.Bodrogi%40gastech.com.kronos,Patrol+schedule+changes,emaildst=Varja.Lagos%40gastech.com.kronos|emaildst=Hennie.Osvaldo%40gastech.com.kronos|emaildst=Loreto.Bodrogi%40gastech.com.kronos|emaildst=Inga.Ferro%40gastech.com.kronos,true,email,36.0544226,24.89993738
2014-01-06 12:48,Loreto.Bodrogi%40gastech.com.kronos,Plants,emaildst=Ingrid.Barranco%40gastech.com.kronos,true,email,36.0544226,24.89993738
2014-01-06 12:56,Willem.Vasco%2dPais%40gastech.com.kronos,IPO,emaildst=Orhan.Strum%40gastech.com.kronos|emaildst=Willem.Vasco%2dPais%40gastech.com.kronos,true,email,36.05583585,24.90254021
2014-01-06 13:01,Anda.Ribera%40gastech.com.kronos,Favor+%2d+borrow+hedge+trimmer,emaildst=Valeria.Morlun%40gastech.com.kronos,false,email,,
2014-01-06 13:05,Orhan.Strum%40gastech.com.kronos,IPO,emaildst=Orhan.Strum%40gastech.com.kronos|emaildst=Willem.Vasco%2dPais%40gastech.com.kronos,true,email,36.06956026,24.8721578
2014-01-06 13:07,Benito.Hawelon%40gastech.com.kronos,New+refueling+policies+%2d+Effective+February+1,emaildst=Adan.Morlun%40gastech.com.kronos|emaildst=Claudio.Hawelon%40gastech.com.kronos|emaildst=Valeria.Morlun%40gastech.com.kronos|emaildst=Varro.Awelon%40gastech.com.kronos|emaildst=Albina.Hafon%40gastech.com.kronos|emaildst=Emile.Arpa%40gastech.com.kronos|emaildst=Irene.Nant%40gastech.com.kronos|emaildst=Benito.Hawelon%40gastech.com.kronos|emaildst=Dante.Coginian%40gastech.com.kronos,true,email,,
2014-01-06 13:08,Felix.Resumir%40gastech.com.kronos,Inspection+request+for+site,emaildst=Felix.Resumir%40gastech.com.kronos|emaildst=Hideki.Cocinaro%40gastech.com.kronos|emaildst=Inga.Ferro%40gastech.com.kronos|emaildst=Varja.Lagos%40gastech.com.kronos|emaildst=Kanon.Herrero%40gastech.com.kronos|emaildst=Stenig.Fusil%40gastech.com.kronos|emaildst=Hennie.Osvaldo%40gastech.com.kronos|emaildst=Isia.Vann%40gastech.com.kronos|emaildst=Edvard.Vann%40gastech.com.kronos|emaildst=Loreto.Bodrogi%40gastech.com.kronos,true,email,36.05449605,24.89991039
2014-01-06 13:14,Bertrand.Ovan%40gastech.com.kronos,Facilities+preparations+for+VIP+visit,emaildst=Emile.Arpa%40gastech.com.kronos|emaildst=Varro.Awelon%40gastech.com.kronos|emaildst=Dante.Coginian%40gastech.com.kronos|emaildst=Albina.Hafon%40gastech.com.kronos|emaildst=Benito.Hawelon%40gastech.com.kronos|emaildst=Claudio.Hawelon%40gastech.com.kronos|emaildst=Henk.Mies%40gastech.com.kronos|emaildst=Valeria.Morlun%40gastech.com.kronos|emaildst=Adan.Morlun%40gastech.com.kronos|emaildst=Cecilia.Morluniau%40gastech.com.kronos|emaildst=Irene.Nant%40gastech.com.kronos|emaildst=Dylan.Scozzese%40gastech.com.kronos,false,email,36.05195173,24.87077909
2014-01-06 13:16,Felix.Balas%40gastech.com.kronos,Wellhead+flow+rate+data,emaildst=Birgitta.Frente%40gastech.com.kronos|emaildst=Lars.Azada%40gastech.com.kronos|emaildst=Felix.Balas%40gastech.com.kronos,true,email,36.05574647,24.90249482
2014-01-06 13:21,Ingrid.Barranco%40gastech.com.kronos,Plants,emaildst=Loreto.Bodrogi%40gastech.com.kronos,true,email,36.0634518,24.85098404
2014-01-06 13:23,Birgitta.Frente%40gastech.com.kronos,Wellhead+flow+rate+data,emaildst=Birgitta.Frente%40gastech.com.kronos|emaildst=Lars.Azada%40gastech.com.kronos|emaildst=Felix.Balas%40gastech.com.kronos,true,email,36.05448156,24.89994451
2014-01-06 13:24,Carla.Forluniau%40gastech.com.kronos,Question+%2d+Protocol+for+VIP+visit,emaildst=Mat.Bramar%40gastech.com.kronos|emaildst=Anda.Ribera%40gastech.com.kronos|emaildst=Rachel.Pantanal%40gastech.com.kronos|emaildst=Linda.Lagos%40gastech.com.kronos|emaildst=Ruscella.Mies.Haber%40gastech.com.kronos|emaildst=Carla.Forluniau%40gastech.com.kronos|emaildst=Cornelia.Lais%40gastech.com.kronos,false,email,,
2014-01-06 13:26,Loreto.Bodrogi%40gastech.com.kronos,Plants,emaildst=Ingrid.Barranco%40gastech.com.kronos,true,email,36.05446921,24.89990307
2014-01-06 13:29,Anda.Ribera%40gastech.com.kronos,Craft+night,emaildst=Mat.Bramar%40gastech.com.kronos|emaildst=Anda.Ribera%40gastech.com.kronos|emaildst=Rachel.Pantanal%40gastech.com.kronos|emaildst=Linda.Lagos%40gastech.com.kronos|emaildst=Ruscella.Mies.Haber%40gastech.com.kronos|emaildst=Carla.Forluniau%40gastech.com.kronos|emaildst=Cornelia.Lais%40gastech.com.kronos,true,email,,
2014-01-06 13:35,Claudio.Hawelon%40gastech.com.kronos,Route+suggestion+for+next+shift,emaildst=Irene.Nant%40gastech.com.kronos|emaildst=Cecilia.Morluniau%40gastech.com.kronos|emaildst=Dylan.Scozzese%40gastech.com.kronos,false,email,,
2014-01-06 13:42,Hennie.Osvaldo%40gastech.com.kronos,Concert+tickets,emaildst=Kanon.Herrero%40gastech.com.kronos,false,email,36.06342993,24.85102683
2014-01-06 13:48,Cornelia.Lais%40gastech.com.kronos,Craft+night,emaildst=Mat.Bramar%40gastech.com.kronos|emaildst=Anda.Ribera%40gastech.com.kronos|emaildst=Rachel.Pantanal%40gastech.com.kronos|emaildst=Linda.Lagos%40gastech.com.kronos|emaildst=Ruscella.Mies.Haber%40gastech.com.kronos|emaildst=Carla.Forluniau%40gastech.com.kronos|emaildst=Cornelia.Lais%40gastech.com.kronos,true,email,,
2014-01-06 13:49,Valeria.Morlun%40gastech.com.kronos,Favor+%2d+borrow+hedge+trimmer,emaildst=Anda.Ribera%40gastech.com.kronos,true,email,,
2014-01-06 13:54,Cecilia.Morluniau%40gastech.com.kronos,Supplies,emaildst=Ingrid.Barranco%40gastech.com.kronos,false,email,,
2014-01-06 13:59,Anda.Ribera%40gastech.com.kronos,Favor+%2d+borrow+hedge+trimmer,emaildst=Valeria.Morlun%40gastech.com.kronos,true,email,,
2014-01-06 13:59,Adan.Morlun%40gastech.com.kronos,New+refueling+policies+%2d+Effective+February+1,emaildst=Claudio.Hawelon%40gastech.com.kronos|emaildst=Benito.Hawelon%40gastech.com.kronos|emaildst=Henk.Mies%40gastech.com.kronos|emaildst=Dylan.Scozzese%40gastech.com.kronos|emaildst=Valeria.Morlun%40gastech.com.kronos|emaildst=Irene.Nant%40gastech.com.kronos|emaildst=Dante.Coginian%40gastech.com.kronos|emaildst=Emile.Arpa%40gastech.com.kronos|emaildst=Adan.Morlun%40gastech.com.kronos|emaildst=Varro.Awelon%40gastech.com.kronos,true,email,,
2014-01-06 14:01,Varro.Awelon%40gastech.com.kronos,Don%27t+text+and+drive%21,emaildst=Benito.Hawelon%40gastech.com.kronos|emaildst=Cecilia.Morluniau%40gastech.com.kronos|emaildst=Varro.Awelon%40gastech.com.kronos|emaildst=Albina.Hafon%40gastech.com.kronos|emaildst=Dante.Coginian%40gastech.com.kronos|emaildst=Claudio.Hawelon%40gastech.com.kronos,true,email,,
2014-01-06 14:05,Dante.Coginian%40gastech.com.kronos,Congratulations+on+your+service+anniversary,emaildst=Lucas.Alcazar%40gastech.com.kronos,false,email,,
2014-01-06 14:16,Nils.Calixto%40gastech.com.kronos,GT%2dSeismicProcessorPro+Bug+Report,emaildst=Nils.Calixto%40gastech.com.kronos|emaildst=Sven.Flecha%40gastech.com.kronos,true,email,36.04802171,24.87957272
2014-01-06 14:19,Willem.Vasco%2dPais%40gastech.com.kronos,IPO,emaildst=Orhan.Strum%40gastech.com.kronos|emaildst=Willem.Vasco%2dPais%40gastech.com.kronos,true,email,36.04802686,24.8795748
2014-01-06 14:19,Benito.Hawelon%40gastech.com.kronos,New+refueling+policies+%2d+Effective+February+1,emaildst=Claudio.Hawelon%40gastech.com.kronos|emaildst=Dante.Coginian%40gastech.com.kronos|emaildst=Valeria.Morlun%40gastech.com.kronos|emaildst=Albina.Hafon%40gastech.com.kronos|emaildst=Emile.Arpa%40gastech.com.kronos|emaildst=Cecilia.Morluniau%40gastech.com.kronos|emaildst=Adan.Morlun%40gastech.com.kronos|emaildst=Benito.Hawelon%40gastech.com.kronos|emaildst=Varro.Awelon%40gastech.com.kronos,true,email,,
2014-01-06 14:22,Axel.Calzas%40gastech.com.kronos,Meeting,emaildst=Lars.Azada%40gastech.com.kronos,false,email,36.07662311,24.86275641
2014-01-06 14:23,Dante.Coginian%40gastech.com.kronos,New+refueling+policies+%2d+Effective+February+1,emaildst=Valeria.Morlun%40gastech.com.kronos|emaildst=Albina.Hafon%40gastech.com.kronos|emaildst=Varro.Awelon%40gastech.com.kronos|emaildst=Benito.Hawelon%40gastech.com.kronos|emaildst=Dante.Coginian%40gastech.com.kronos,true,email,,
2014-01-06 14:26,Benito.Hawelon%40gastech.com.kronos,Route+suggestion+for+next+shift,emaildst=Dante.Coginian%40gastech.com.kronos|emaildst=Albina.Hafon%40gastech.com.kronos|emaildst=Benito.Hawelon%40gastech.com.kronos|emaildst=Henk.Mies%40gastech.com.kronos,true,email,,
2014-01-06 14:28,Nils.Calixto%40gastech.com.kronos,GT%2dSeismicProcessorPro+Bug+Report,emaildst=Nils.Calixto%40gastech.com.kronos|emaildst=Sven.Flecha%40gastech.com.kronos,true,email,36.04802171,24.87957272
2014-01-06 14:30,Axel.Calzas%40gastech.com.kronos,Wellhead+flow+rate+data,emaildst=Felix.Balas%40gastech.com.kronos|emaildst=Lars.Azada%40gastech.com.kronos|emaildst=Elsa.Orilla%40gastech.com.kronos|emaildst=Birgitta.Frente%40gastech.com.kronos|emaildst=Kare.Orilla%40gastech.com.kronos|emaildst=Isande.Borrasca%40gastech.com.kronos|emaildst=Gustav.Cazar%40gastech.com.kronos|emaildst=Axel.Calzas%40gastech.com.kronos|emaildst=Vira.Frente%40gastech.com.kronos,true,email,36.07662311,24.86275641
2014-01-06 14:33,Albina.Hafon%40gastech.com.kronos,Route+suggestion+for+next+shift,emaildst=Dante.Coginian%40gastech.com.kronos|emaildst=Albina.Hafon%40gastech.com.kronos|emaildst=Benito.Hawelon%40gastech.com.kronos|emaildst=Henk.Mies%40gastech.com.kronos,true,email,,
