timestamp,email,lastname,firstname,price,CENTS,location,source
2014-01-06 07:55:00,Varja.Lagos%40gastech.com.kronos,Lagos,Varja,3.67,367,Brew%27ve+Been+Served,cc_data.csv
2014-01-06 07:59:00,Inga.Ferro%40gastech.com.kronos,Ferro,Inga,8.88,888,Brew%27ve+Been+Served,cc_data.csv
2014-01-06 08:00:00,Ruscella.Mies.Haber%40gastech.com.kronos,Mies Haber,Ruscella,4.27,427,Brew%27ve+Been+Served,cc_data.csv
2014-01-06 08:00:00,Anda.Ribera%40gastech.com.kronos,Ribera,Anda,9.69,968,Hallowed+Grounds,cc_data.csv
2014-01-06 08:01:00,Lidelse.Dedos%40gastech.com.kronos,Dedos,Lidelse,10.07,1007,Hallowed+Grounds,cc_data.csv
2014-01-06 08:06:00,Loreto.Bodrogi%40gastech.com.kronos,Bodrogi,Loreto,18.24,1824,Brew%27ve+Been+Served,cc_data.csv
2014-01-06 08:06:00,Minke.Mies%40gastech.com.kronos,Mies,Minke,15.58,1558,Brew%27ve+Been+Served,cc_data.csv
2014-01-06 08:07:00,Felix.Resumir%40gastech.com.kronos,Resumir,Felix,5.66,566,Brew%27ve+Been+Served,cc_data.csv
2014-01-06 08:14:00,Carla.Forluniau%40gastech.com.kronos,Forluniau,Carla,3.2,320,Coffee+Cameleon,cc_data.csv
2014-01-06 08:16:00,Kanon.Herrero%40gastech.com.kronos,Herrero,Kanon,14.97,1497,Brew%27ve+Been+Served,cc_data.csv
2014-01-06 08:16:00,Linda.Lagos%40gastech.com.kronos,Lagos,Linda,11.2,1120,Brew%27ve+Been+Served,cc_data.csv
2014-01-06 08:17:00,Dante.Coginian%40gastech.com.kronos,Coginian,Dante,15.39,1539,Brew%27ve+Been+Served,cc_data.csv
2014-01-06 08:23:00,Albina.Hafon%40gastech.com.kronos,Hafon,Albina,4540.08,454008,Abila+Airport,cc_data.csv
2014-01-06 09:06:00,Albina.Hafon%40gastech.com.kronos,Hafon,Albina,242.21,24221,Kronos+Pipe+and+Irrigation,cc_data.csv
2014-01-06 10:02:00,Cecilia.Morluniau%40gastech.com.kronos,Morluniau,Cecilia,761.64,76164,Nationwide+Refinery,cc_data.csv
2014-01-06 10:18:00,Albina.Hafon%40gastech.com.kronos,Hafon,Albina,2859.51,285951,Maximum+Iron+and+Steel,cc_data.csv
2014-01-06 11:33:00,Cecilia.Morluniau%40gastech.com.kronos,Morluniau,Cecilia,2144.62,214462,Stewart+and+Sons+Fabrication,cc_data.csv
2014-01-06 11:57:00,Albina.Hafon%40gastech.com.kronos,Hafon,Albina,3959.66,395966,Carlyle+Chemical+Inc.,cc_data.csv
2014-01-06 12:00:00,Varro.Awelon%40gastech.com.kronos,Awelon,Varro,51.51,5151,Coffee+Shack,cc_data.csv
2014-01-06 12:00:00,Lars.Azada%40gastech.com.kronos,Azada,Lars,10.28,1028,Bean+There+Done+That,cc_data.csv
2014-01-06 12:00:00,Felix.Balas%40gastech.com.kronos,Balas,Felix,16.09,1609,Bean+There+Done+That,cc_data.csv
2014-01-06 12:00:00,Ingrid.Barranco%40gastech.com.kronos,Barranco,Ingrid,5.72,572,Brewed+Awakenings,cc_data.csv
2014-01-06 12:00:00,Isak.Baza%40gastech.com.kronos,Baza,Isak,11.03,1103,Jack%27s+Magical+Beans,cc_data.csv
2014-01-06 12:00:00,Isande.Borrasca%40gastech.com.kronos,Borrasca,Isande,16.89,1689,Brewed+Awakenings,cc_data.csv
2014-01-06 12:00:00,Axel.Calzas%40gastech.com.kronos,Calzas,Axel,8.54,854,Bean+There+Done+That,cc_data.csv
2014-01-06 12:00:00,Ada.Campo%2dCorrente%40gastech.com.kronos,Campo-Corrente,Ada,4.35,435,Brewed+Awakenings,cc_data.csv
2014-01-06 12:00:00,Gustav.Cazar%40gastech.com.kronos,Cazar,Gustav,5.24,524,Bean+There+Done+That,cc_data.csv
2014-01-06 12:00:00,Vira.Frente%40gastech.com.kronos,Frente,Vira,4.27,427,Bean+There+Done+That,cc_data.csv
2014-01-06 12:00:00,Elsa.Orilla%40gastech.com.kronos,Orilla,Elsa,18.59,1859,Jack%27s+Magical+Beans,cc_data.csv
2014-01-06 12:00:00,Orhan.Strum%40gastech.com.kronos,Strum,Orhan,27.84,2784,Jack%27s+Magical+Beans,cc_data.csv
2014-01-06 12:00:00,Willem.Vasco%2dPais%40gastech.com.kronos,Vasco-Pais,Willem,18.1,1810,Jack%27s+Magical+Beans,cc_data.csv
2014-01-06 12:16:00,Henk.Mies%40gastech.com.kronos,Mies,Henk,1873.79,187379,Abila+Airport,cc_data.csv
2014-01-06 12:56:00,Ada.Campo%2dCorrente%40gastech.com.kronos,Campo-Corrente,Ada,13.68,1368,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 12:57:00,Orhan.Strum%40gastech.com.kronos,Strum,Orhan,9.16,916,Hippokampos,cc_data.csv
2014-01-06 13:18:00,Carla.Forluniau%40gastech.com.kronos,Forluniau,Carla,106.93,10693,Abila+Zacharo,cc_data.csv
2014-01-06 13:19:00,Linnea.Bergen%40gastech.com.kronos,Bergen,Linnea,12.74,1274,Gelatogalore,cc_data.csv
2014-01-06 13:19:00,Varja.Lagos%40gastech.com.kronos,Lagos,Varja,70.1,7010,Kalami+Kafenion,cc_data.csv
2014-01-06 13:20:00,Anda.Ribera%40gastech.com.kronos,Ribera,Anda,34.03,3403,Hippokampos,cc_data.csv
2014-01-06 13:21:00,Lucas.Alcazar%40gastech.com.kronos,Alcazar,Lucas,28.23,2823,Hippokampos,cc_data.csv
2014-01-06 13:22:00,Isande.Borrasca%40gastech.com.kronos,Borrasca,Isande,38.9,3890,Ouzeri+Elian,cc_data.csv
2014-01-06 13:23:00,Edvard.Vann%40gastech.com.kronos,Vann,Edvard,13.26,1326,Hippokampos,cc_data.csv
2014-01-06 13:24:00,Lars.Azada%40gastech.com.kronos,Azada,Lars,15.44,1544,Guy%27s+Gyros,cc_data.csv
2014-01-06 13:27:00,Ingrid.Barranco%40gastech.com.kronos,Barranco,Ingrid,30.08,3008,Abila+Zacharo,cc_data.csv
2014-01-06 13:27:00,Kanon.Herrero%40gastech.com.kronos,Herrero,Kanon,50.14,5014,Abila+Zacharo,cc_data.csv
2014-01-06 13:28:00,Linda.Lagos%40gastech.com.kronos,Lagos,Linda,33.54,3354,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 13:28:00,Ruscella.Mies.Haber%40gastech.com.kronos,Mies Haber,Ruscella,8.64,864,Kalami+Kafenion,cc_data.csv
2014-01-06 13:30:00,Sven.Flecha%40gastech.com.kronos,Flecha,Sven,16.92,1692,Guy%27s+Gyros,cc_data.csv
2014-01-06 13:35:00,Rachel.Pantanal%40gastech.com.kronos,Pantanal,Rachel,36.54,3654,Hippokampos,cc_data.csv
2014-01-06 13:35:00,Isia.Vann%40gastech.com.kronos,Vann,Isia,92.05,9205,Abila+Zacharo,cc_data.csv
2014-01-06 13:37:00,Stenig.Fusil%40gastech.com.kronos,Fusil,Stenig,20.56,2056,Ouzeri+Elian,cc_data.csv
2014-01-06 13:39:00,Marin.Onda%40gastech.com.kronos,Onda,Marin,11.22,1122,Guy%27s+Gyros,cc_data.csv
2014-01-06 13:41:00,Nils.Calixto%40gastech.com.kronos,Calixto,Nils,22.64,2264,Gelatogalore,cc_data.csv
2014-01-06 13:42:00,Vira.Frente%40gastech.com.kronos,Frente,Vira,20.4,2040,Ouzeri+Elian,cc_data.csv
2014-01-06 13:46:00,Felix.Balas%40gastech.com.kronos,Balas,Felix,30.82,3082,Guy%27s+Gyros,cc_data.csv
2014-01-06 13:46:00,Isak.Baza%40gastech.com.kronos,Baza,Isak,18.56,1856,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 13:46:00,Willem.Vasco%2dPais%40gastech.com.kronos,Vasco-Pais,Willem,99.67,9967,Guy%27s+Gyros,cc_data.csv
2014-01-06 13:47:00,Gustav.Cazar%40gastech.com.kronos,Cazar,Gustav,22.13,2213,Kalami+Kafenion,cc_data.csv
2014-01-06 13:48:00,Cornelia.Lais%40gastech.com.kronos,Lais,Cornelia,20.74,2074,Ouzeri+Elian,cc_data.csv
2014-01-06 13:48:00,Bertrand.Ovan%40gastech.com.kronos,Ovan,Bertrand,30.87,3087,Ouzeri+Elian,cc_data.csv
2014-01-06 13:50:00,Lidelse.Dedos%40gastech.com.kronos,Dedos,Lidelse,13.59,1359,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 13:50:00,Birgitta.Frente%40gastech.com.kronos,Frente,Birgitta,32.64,3264,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 13:52:00,Minke.Mies%40gastech.com.kronos,Mies,Minke,22.31,2231,Kalami+Kafenion,cc_data.csv
2014-01-06 13:52:00,Kare.Orilla%40gastech.com.kronos,Orilla,Kare,36.33,3633,Gelatogalore,cc_data.csv
2014-01-06 13:53:00,Adra.Nubarron%40gastech.com.kronos,Nubarron,Adra,36.95,3695,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 13:54:00,Hennie.Osvaldo%40gastech.com.kronos,Osvaldo,Hennie,23.15,2315,Abila+Zacharo,cc_data.csv
2014-01-06 13:57:00,Axel.Calzas%40gastech.com.kronos,Calzas,Axel,8.64,864,Hippokampos,cc_data.csv
2014-01-06 13:58:00,Dante.Coginian%40gastech.com.kronos,Coginian,Dante,38.25,3825,Hippokampos,cc_data.csv
2014-01-06 13:59:00,Loreto.Bodrogi%40gastech.com.kronos,Bodrogi,Loreto,39.41,3941,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 14:00:00,Varro.Awelon%40gastech.com.kronos,Awelon,Varro,13.08,1308,Kalami+Kafenion,cc_data.csv
2014-01-06 14:00:00,Inga.Ferro%40gastech.com.kronos,Ferro,Inga,23.41,2341,Gelatogalore,cc_data.csv
2014-01-06 14:04:00,Mat.Bramar%40gastech.com.kronos,Bramar,Mat,30.88,3088,Hippokampos,cc_data.csv
2014-01-06 14:05:00,Hideki.Cocinaro%40gastech.com.kronos,Cocinaro,Hideki,78.11,7811,Abila+Zacharo,cc_data.csv
2014-01-06 14:15:00,Emile.Arpa%40gastech.com.kronos,Arpa,Emile,27.4,2740,Kalami+Kafenion,cc_data.csv
2014-01-06 14:17:00,Felix.Resumir%40gastech.com.kronos,Resumir,Felix,19.65,1965,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 15:14:00,Albina.Hafon%40gastech.com.kronos,Hafon,Albina,777.06,77706,Abila+Airport,cc_data.csv
2014-01-06 15:39:00,Henk.Mies%40gastech.com.kronos,Mies,Henk,612.47,61246,Abila+Airport,cc_data.csv
2014-01-06 17:28:00,Varja.Lagos%40gastech.com.kronos,Lagos,Varja,59.51,5951,U%2dPump,cc_data.csv
2014-01-06 18:56:00,Linda.Lagos%40gastech.com.kronos,Lagos,Linda,78.65,7865,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 19:08:00,Emile.Arpa%40gastech.com.kronos,Arpa,Emile,26.46,2646,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 19:18:00,Sven.Flecha%40gastech.com.kronos,Flecha,Sven,39.29,3929,Guy%27s+Gyros,cc_data.csv
2014-01-06 19:50:00,Elsa.Orilla%40gastech.com.kronos,Orilla,Elsa,273.87,27387,Frydos+Autosupply+n%27+More,cc_data.csv
2014-01-06 20:07:00,Linnea.Bergen%40gastech.com.kronos,Bergen,Linnea,23.63,2363,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 20:08:00,Lidelse.Dedos%40gastech.com.kronos,Dedos,Lidelse,12.32,1232,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 20:09:00,Felix.Resumir%40gastech.com.kronos,Resumir,Felix,11.94,1194,Guy%27s+Gyros,cc_data.csv
2014-01-06 20:12:00,Dante.Coginian%40gastech.com.kronos,Coginian,Dante,80.85,8085,Frydos+Autosupply+n%27+More,cc_data.csv
2014-01-06 20:13:00,Varja.Lagos%40gastech.com.kronos,Lagos,Varja,22.57,2257,Guy%27s+Gyros,cc_data.csv
2014-01-06 20:15:00,Stenig.Fusil%40gastech.com.kronos,Fusil,Stenig,117.82,11782,Guy%27s+Gyros,cc_data.csv
2014-01-06 20:15:00,Cornelia.Lais%40gastech.com.kronos,Lais,Cornelia,175.87,17587,Frydos+Autosupply+n%27+More,cc_data.csv
2014-01-06 20:19:00,Carla.Forluniau%40gastech.com.kronos,Forluniau,Carla,21.66,2166,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 20:20:00,Gustav.Cazar%40gastech.com.kronos,Cazar,Gustav,35.34,3534,Hippokampos,cc_data.csv
2014-01-06 20:24:00,Inga.Ferro%40gastech.com.kronos,Ferro,Inga,28.94,2894,Guy%27s+Gyros,cc_data.csv
2014-01-06 20:26:00,Lucas.Alcazar%40gastech.com.kronos,Alcazar,Lucas,276.9,27690,Albert%27s+Fine+Clothing,cc_data.csv
2014-01-06 20:28:00,Hideki.Cocinaro%40gastech.com.kronos,Cocinaro,Hideki,95.29,9529,Guy%27s+Gyros,cc_data.csv
2014-01-06 20:29:00,Vira.Frente%40gastech.com.kronos,Frente,Vira,85.5,8550,Hippokampos,cc_data.csv
2014-01-06 20:29:00,Hennie.Osvaldo%40gastech.com.kronos,Osvaldo,Hennie,17.92,1792,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 20:30:00,Anda.Ribera%40gastech.com.kronos,Ribera,Anda,28,2800,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 20:33:00,Bertrand.Ovan%40gastech.com.kronos,Ovan,Bertrand,15.52,1552,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 20:36:00,Axel.Calzas%40gastech.com.kronos,Calzas,Axel,26.8,2680,Hippokampos,cc_data.csv
2014-01-06 20:46:00,Varro.Awelon%40gastech.com.kronos,Awelon,Varro,24.41,2441,Hippokampos,cc_data.csv
2014-01-06 20:46:00,Lars.Azada%40gastech.com.kronos,Azada,Lars,21.33,2133,Hippokampos,cc_data.csv
2014-01-06 20:47:00,Ruscella.Mies.Haber%40gastech.com.kronos,Mies Haber,Ruscella,149.3,14930,Frydos+Autosupply+n%27+More,cc_data.csv
2014-01-06 20:49:00,Isia.Vann%40gastech.com.kronos,Vann,Isia,293.67,29367,Shoppers%27+Delight,cc_data.csv
2014-01-06 20:52:00,Ingrid.Barranco%40gastech.com.kronos,Barranco,Ingrid,17.27,1727,Hippokampos,cc_data.csv
2014-01-06 20:59:00,Kare.Orilla%40gastech.com.kronos,Orilla,Kare,26.1,2610,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 21:03:00,Birgitta.Frente%40gastech.com.kronos,Frente,Birgitta,10.72,1072,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 21:03:00,Minke.Mies%40gastech.com.kronos,Mies,Minke,121.76,12176,Albert%27s+Fine+Clothing,cc_data.csv
2014-01-06 21:11:00,Orhan.Strum%40gastech.com.kronos,Strum,Orhan,28.14,2814,Hippokampos,cc_data.csv
2014-01-06 21:12:00,Mat.Bramar%40gastech.com.kronos,Bramar,Mat,26.51,2651,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-06 21:23:00,Adra.Nubarron%40gastech.com.kronos,Nubarron,Adra,197.32,19732,Frydos+Autosupply+n%27+More,cc_data.csv
2014-01-06 21:32:00,Marin.Onda%40gastech.com.kronos,Onda,Marin,314.98,31498,Frydos+Autosupply+n%27+More,cc_data.csv
2014-01-06 21:52:00,Ada.Campo%2dCorrente%40gastech.com.kronos,Campo-Corrente,Ada,20.61,2061,Hippokampos,cc_data.csv
2014-01-07 07:27:00,Sven.Flecha%40gastech.com.kronos,Flecha,Sven,5.08,508,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 07:31:00,Cornelia.Lais%40gastech.com.kronos,Lais,Cornelia,12.74,1274,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 07:33:00,Edvard.Vann%40gastech.com.kronos,Vann,Edvard,7.09,709,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 07:35:00,Nils.Calixto%40gastech.com.kronos,Calixto,Nils,14.05,1405,Hallowed+Grounds,cc_data.csv
2014-01-07 07:37:00,Emile.Arpa%40gastech.com.kronos,Arpa,Emile,8.91,891,Hallowed+Grounds,cc_data.csv
2014-01-07 07:41:00,Lidelse.Dedos%40gastech.com.kronos,Dedos,Lidelse,19.59,1959,Hallowed+Grounds,cc_data.csv
2014-01-07 07:45:00,Stenig.Fusil%40gastech.com.kronos,Fusil,Stenig,19.6,1960,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 07:46:00,Lucas.Alcazar%40gastech.com.kronos,Alcazar,Lucas,84.44,8444,Hallowed+Grounds,cc_data.csv
2014-01-07 07:46:00,Bertrand.Ovan%40gastech.com.kronos,Ovan,Bertrand,9.1,910,Coffee+Cameleon,cc_data.csv
2014-01-07 07:47:00,Marin.Onda%40gastech.com.kronos,Onda,Marin,7.88,788,Hallowed+Grounds,cc_data.csv
2014-01-07 07:48:00,Hideki.Cocinaro%40gastech.com.kronos,Cocinaro,Hideki,18.97,1896,Hallowed+Grounds,cc_data.csv
2014-01-07 07:49:00,Linnea.Bergen%40gastech.com.kronos,Bergen,Linnea,27.66,2766,Coffee+Cameleon,cc_data.csv
2014-01-07 07:50:00,Ruscella.Mies.Haber%40gastech.com.kronos,Mies Haber,Ruscella,4.39,439,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 07:50:00,Kare.Orilla%40gastech.com.kronos,Orilla,Kare,9.61,960,Hallowed+Grounds,cc_data.csv
2014-01-07 07:52:00,Minke.Mies%40gastech.com.kronos,Mies,Minke,3,300,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 07:54:00,Kanon.Herrero%40gastech.com.kronos,Herrero,Kanon,11.92,1192,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 07:55:00,Varja.Lagos%40gastech.com.kronos,Lagos,Varja,69.06,6906,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 07:56:00,Brand.Tempestad%40gastech.com.kronos,Tempestad,Brand,98.53,9853,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 07:57:00,Anda.Ribera%40gastech.com.kronos,Ribera,Anda,10.33,1033,Hallowed+Grounds,cc_data.csv
2014-01-07 07:58:00,Dante.Coginian%40gastech.com.kronos,Coginian,Dante,17.4,1740,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 08:00:00,Mat.Bramar%40gastech.com.kronos,Bramar,Mat,11.91,1191,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 08:00:00,Adra.Nubarron%40gastech.com.kronos,Nubarron,Adra,11.55,1155,Coffee+Cameleon,cc_data.csv
2014-01-07 08:01:00,Carla.Forluniau%40gastech.com.kronos,Forluniau,Carla,52.44,5244,Coffee+Cameleon,cc_data.csv
2014-01-07 08:01:00,Birgitta.Frente%40gastech.com.kronos,Frente,Birgitta,9.92,992,Hallowed+Grounds,cc_data.csv
2014-01-07 08:01:00,Rachel.Pantanal%40gastech.com.kronos,Pantanal,Rachel,68.42,6842,Hallowed+Grounds,cc_data.csv
2014-01-07 08:02:00,Hennie.Osvaldo%40gastech.com.kronos,Osvaldo,Hennie,14.49,1449,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 08:06:00,Inga.Ferro%40gastech.com.kronos,Ferro,Inga,3.03,303,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 08:09:00,Linda.Lagos%40gastech.com.kronos,Lagos,Linda,15.66,1566,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 08:18:00,Felix.Resumir%40gastech.com.kronos,Resumir,Felix,47.74,4774,Brew%27ve+Been+Served,cc_data.csv
2014-01-07 09:17:00,Benito.Hawelon%40gastech.com.kronos,Hawelon,Benito,3840.37,384037,Abila+Airport,cc_data.csv
2014-01-07 10:05:00,Benito.Hawelon%40gastech.com.kronos,Hawelon,Benito,1200.9,120090,Stewart+and+Sons+Fabrication,cc_data.csv
2014-01-07 10:11:00,Cecilia.Morluniau%40gastech.com.kronos,Morluniau,Cecilia,1347.36,134736,Nationwide+Refinery,cc_data.csv
2014-01-07 11:31:00,Cecilia.Morluniau%40gastech.com.kronos,Morluniau,Cecilia,1843.33,184333,Stewart+and+Sons+Fabrication,cc_data.csv
2014-01-07 11:39:00,Valeria.Morlun%40gastech.com.kronos,Morlun,Valeria,1562.66,156266,Nationwide+Refinery,cc_data.csv
2014-01-07 12:00:00,Varro.Awelon%40gastech.com.kronos,Awelon,Varro,16.63,1662,Coffee+Shack,cc_data.csv
2014-01-07 12:00:00,Lars.Azada%40gastech.com.kronos,Azada,Lars,51.25,5125,Bean+There+Done+That,cc_data.csv
2014-01-07 12:00:00,Ingrid.Barranco%40gastech.com.kronos,Barranco,Ingrid,12.17,1217,Brewed+Awakenings,cc_data.csv
2014-01-07 12:00:00,Isak.Baza%40gastech.com.kronos,Baza,Isak,23.68,2368,Jack%27s+Magical+Beans,cc_data.csv
2014-01-07 12:00:00,Loreto.Bodrogi%40gastech.com.kronos,Bodrogi,Loreto,64.84,6483,Brewed+Awakenings,cc_data.csv
2014-01-07 12:00:00,Isande.Borrasca%40gastech.com.kronos,Borrasca,Isande,71.59,7158,Brewed+Awakenings,cc_data.csv
2014-01-07 12:00:00,Axel.Calzas%40gastech.com.kronos,Calzas,Axel,53.89,5389,Bean+There+Done+That,cc_data.csv
2014-01-07 12:00:00,Ada.Campo%2dCorrente%40gastech.com.kronos,Campo-Corrente,Ada,6.72,672,Brewed+Awakenings,cc_data.csv
2014-01-07 12:00:00,Gustav.Cazar%40gastech.com.kronos,Cazar,Gustav,8.03,803,Bean+There+Done+That,cc_data.csv
2014-01-07 12:00:00,Vira.Frente%40gastech.com.kronos,Frente,Vira,46.25,4625,Bean+There+Done+That,cc_data.csv
2014-01-07 12:00:00,Elsa.Orilla%40gastech.com.kronos,Orilla,Elsa,18.77,1877,Jack%27s+Magical+Beans,cc_data.csv
2014-01-07 12:00:00,Orhan.Strum%40gastech.com.kronos,Strum,Orhan,19.61,1961,Jack%27s+Magical+Beans,cc_data.csv
2014-01-07 12:00:00,Willem.Vasco%2dPais%40gastech.com.kronos,Vasco-Pais,Willem,69.84,6983,Jack%27s+Magical+Beans,cc_data.csv
2014-01-07 12:02:00,Benito.Hawelon%40gastech.com.kronos,Hawelon,Benito,1071.04,107104,Nationwide+Refinery,cc_data.csv
2014-01-07 12:29:00,Henk.Mies%40gastech.com.kronos,Mies,Henk,124.89,12489,Abila+Airport,cc_data.csv
2014-01-07 13:08:00,Valeria.Morlun%40gastech.com.kronos,Morlun,Valeria,59.07,5907,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-07 13:13:00,Orhan.Strum%40gastech.com.kronos,Strum,Orhan,29.57,2957,Guy%27s+Gyros,cc_data.csv
2014-01-07 13:20:00,Lars.Azada%40gastech.com.kronos,Azada,Lars,13.52,1352,Abila+Zacharo,cc_data.csv
2014-01-07 13:20:00,Ada.Campo%2dCorrente%40gastech.com.kronos,Campo-Corrente,Ada,35.06,3506,Gelatogalore,cc_data.csv
2014-01-07 13:20:00,Isia.Vann%40gastech.com.kronos,Vann,Isia,38.56,3856,Guy%27s+Gyros,cc_data.csv
2014-01-07 13:24:00,Kanon.Herrero%40gastech.com.kronos,Herrero,Kanon,45.05,4505,Kalami+Kafenion,cc_data.csv
2014-01-07 13:24:00,Ruscella.Mies.Haber%40gastech.com.kronos,Mies Haber,Ruscella,11.64,1164,Kalami+Kafenion,cc_data.csv
2014-01-07 13:25:00,Isak.Baza%40gastech.com.kronos,Baza,Isak,82.25,8225,Abila+Zacharo,cc_data.csv
2014-01-07 13:29:00,Adra.Nubarron%40gastech.com.kronos,Nubarron,Adra,29.1,2910,Ouzeri+Elian,cc_data.csv
2014-01-07 13:30:00,Marin.Onda%40gastech.com.kronos,Onda,Marin,51.64,5164,Gelatogalore,cc_data.csv
2014-01-07 13:32:00,Mat.Bramar%40gastech.com.kronos,Bramar,Mat,28.37,2837,Ouzeri+Elian,cc_data.csv
2014-01-07 13:33:00,Ingrid.Barranco%40gastech.com.kronos,Barranco,Ingrid,52.72,5272,Abila+Zacharo,cc_data.csv
2014-01-07 13:33:00,Linnea.Bergen%40gastech.com.kronos,Bergen,Linnea,34.04,3404,Gelatogalore,cc_data.csv
2014-01-07 13:33:00,Nils.Calixto%40gastech.com.kronos,Calixto,Nils,22.27,2227,Katerina%ufffds+Caf%ufffd,cc_data.csv
2014-01-07 13:33:00,Stenig.Fusil%40gastech.com.kronos,Fusil,Stenig,11.31,1131,Guy%27s+Gyros,cc_data.csv
2014-01-07 13:33:00,Edvard.Vann%40gastech.com.kronos,Vann,Edvard,18.06,1806,Kalami+Kafenion,cc_data.csv
2014-01-07 13:34:00,Vira.Frente%40gastech.com.kronos,Frente,Vira,64.84,6483,Ouzeri+Elian,cc_data.csv
2014-01-07 13:35:00,Willem.Vasco%2dPais%40gastech.com.kronos,Vasco-Pais,Willem,8.98,897,Gelatogalore,cc_data.csv
2014-01-07 13:37:00,Lucas.Alcazar%40gastech.com.kronos,Alcazar,Lucas,21.52,2152,Gelatogalore,cc_data.csv
